,id,age,dietary considerations,state,user agent
847,857,98,"['lactose intolerant', 'nut allergy']",South Australia,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; mai-IN) AppleWebKit/533.11.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6533.11.2"
966,485,112,[],Victoria,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; nr-ZA) AppleWebKit/535.10.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6535.10.4"
936,647,108,[],Queensland,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; sk-SK) AppleWebKit/534.8.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6534.8.6"
328,832,35,"['lactose intolerant', 'vegetarian']",Tasmania,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; crh-UA) AppleWebKit/531.26.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6531.26.1"
505,984,56,"['lactose intolerant', 'celiac']",Northern Territory,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; hi-IN) AppleWebKit/534.45.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6534.45.6"
410,172,47,[],Queensland,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; hu-HU) AppleWebKit/532.44.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6532.44.3"
665,200,77,['vegan'],South Australia,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; hy-AM) AppleWebKit/534.37.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6534.37.6"
655,190,75,['vegan'],South Australia,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; lv-LV) AppleWebKit/534.14.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6534.14.7"
56,657,7,[],Western Australia,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; pt-BR) AppleWebKit/535.33.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6535.33.2"
274,640,29,"['vegetarian', 'nut allergy']",Western Australia,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; tcy-IN) AppleWebKit/532.1.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6532.1.1"
702,850,80,['none'],Tasmania,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; wae-CH) AppleWebKit/533.21.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6533.21.4"
582,678,66,[],Victoria,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; an-ES) AppleWebKit/533.31.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6533.31.2"
767,149,88,"['nut allergy', 'lactose intolerant']",Queensland,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; mk-MK) AppleWebKit/533.7.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6533.7.1"
994,296,116,[],Australian Capital Territory,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; nr-ZA) AppleWebKit/531.37.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6531.37.6"
15,794,2,"['nut allergy', 'lactose intolerant']",Western Australia,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; pt-PT) AppleWebKit/534.10.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6534.10.2"
562,488,63,"['vegetarian', 'vegan']",Queensland,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; tr-CY) AppleWebKit/533.43.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6533.43.7"
270,540,29,"['nut allergy', 'none']",Victoria,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; wo-SN) AppleWebKit/531.47.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6531.47.4"
360,404,41,['lactose intolerant'],South Australia,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; ast-ES) AppleWebKit/532.12.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6532.12.3"
700,213,80,['lactose intolerant'],Queensland,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; ca-AD) AppleWebKit/533.12.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6533.12.6"
714,73,82,"['none', 'vegetarian']",Queensland,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; gez-ER) AppleWebKit/533.11.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6533.11.1"
887,971,102,[],South Australia,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; gv-GB) AppleWebKit/532.40.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6532.40.5"
910,229,105,['lactose intolerant'],Queensland,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; hy-AM) AppleWebKit/535.34.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6535.34.6"
653,121,75,"['lactose intolerant', 'lactose intolerant']",South Australia,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; lb-LU) AppleWebKit/533.35.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6533.35.6"
183,469,21,[],Tasmania,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; lo-LA) AppleWebKit/534.25.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6534.25.3"
460,868,51,[],Australian Capital Territory,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; mr-IN) AppleWebKit/535.10.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6535.10.1"
704,170,81,"['lactose intolerant', 'vegetarian']",New South Wales,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; quz-PE) AppleWebKit/534.35.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6534.35.7"
893,269,103,['lactose intolerant'],New South Wales,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; shs-CA) AppleWebKit/535.47.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6535.47.7"
30,671,4,[],South Australia,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; sid-ET) AppleWebKit/534.20.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6534.20.1"
643,498,73,[],Western Australia,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; sq-AL) AppleWebKit/531.35.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6531.35.4"
748,531,85,"['vegetarian', 'nut allergy']",Queensland,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; eo-US) AppleWebKit/531.13.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6531.13.6"
803,940,93,[],Western Australia,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; ik-CA) AppleWebKit/532.25.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6532.25.6"
720,677,82,['celiac'],Australian Capital Territory,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; szl-PL) AppleWebKit/532.44.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6532.44.2"
658,327,75,['nut allergy'],Western Australia,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; wae-CH) AppleWebKit/531.6.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6531.6.1"
135,408,15,['none'],South Australia,"Mozilla/5.0 (Linux; Android 1.0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/30.0.864.0 Safari/535.1"
734,821,83,[],Western Australia,"Mozilla/5.0 (Linux; Android 1.5) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/57.0.838.0 Safari/533.2"
761,473,87,['celiac'],South Australia,"Mozilla/5.0 (Linux; Android 1.5) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/33.0.872.0 Safari/535.0"
822,268,96,"['vegetarian', 'vegan']",Western Australia,"Mozilla/5.0 (Linux; Android 1.5) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/27.0.891.0 Safari/536.1"
808,694,94,[],Victoria,"Mozilla/5.0 (Linux; Android 2.2.1) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/44.0.812.0 Safari/534.2"
412,387,47,[],Tasmania,"Mozilla/5.0 (Linux; Android 2.2) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/25.0.864.0 Safari/533.0"
359,250,41,[],South Australia,"Mozilla/5.0 (Linux; Android 2.3.1) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/51.0.859.0 Safari/532.2"
828,234,97,[],Queensland,"Mozilla/5.0 (Linux; Android 2.3.3) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/60.0.858.0 Safari/535.2"
862,381,100,['none'],Australian Capital Territory,"Mozilla/5.0 (Linux; Android 2.3.5) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/58.0.889.0 Safari/536.2"
408,980,46,"['vegan', 'vegetarian']",South Australia,"Mozilla/5.0 (Linux; Android 2.3.7) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/29.0.835.0 Safari/534.2"
224,654,25,['lactose intolerant'],Northern Territory,"Mozilla/5.0 (Linux; Android 2.3.7) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/62.0.820.0 Safari/535.0"
579,23,66,"['lactose intolerant', 'nut allergy']",Queensland,"Mozilla/5.0 (Linux; Android 2.3) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/38.0.858.0 Safari/532.1"
708,742,81,"['vegetarian', 'vegan']",Victoria,"Mozilla/5.0 (Linux; Android 3.0) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/33.0.882.0 Safari/533.2"
787,953,90,"['vegan', 'vegetarian']",New South Wales,"Mozilla/5.0 (Linux; Android 3.0) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/47.0.858.0 Safari/534.1"
607,511,69,['none'],Queensland,"Mozilla/5.0 (Linux; Android 3.1) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/15.0.800.0 Safari/533.0"
370,867,42,"['none', 'none']",Tasmania,"Mozilla/5.0 (Linux; Android 3.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/49.0.840.0 Safari/535.2"
951,842,109,['nut allergy'],Northern Territory,"Mozilla/5.0 (Linux; Android 3.2.1) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/52.0.808.0 Safari/534.0"
666,222,77,"['vegetarian', 'none']",New South Wales,"Mozilla/5.0 (Linux; Android 4.0.1) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/24.0.888.0 Safari/536.2"
122,666,13,[],Northern Territory,"Mozilla/5.0 (Linux; Android 4.0.2) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/33.0.857.0 Safari/532.2"
572,107,65,[],Australian Capital Territory,"Mozilla/5.0 (Linux; Android 4.0) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/27.0.826.0 Safari/533.0"
263,25,29,"['celiac', 'lactose intolerant']",Western Australia,"Mozilla/5.0 (Linux; Android 4.0) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/63.0.815.0 Safari/534.1"
395,789,45,[],New South Wales,"Mozilla/5.0 (Linux; Android 4.0) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/20.0.897.0 Safari/536.0"
598,691,68,"['celiac', 'vegan']",New South Wales,"Mozilla/5.0 (Linux; Android 4.1.2) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/31.0.870.0 Safari/532.0"
587,851,67,"['celiac', 'nut allergy']",New South Wales,"Mozilla/5.0 (Linux; Android 4.1.2) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/30.0.878.0 Safari/535.2"
258,630,28,['lactose intolerant'],Australian Capital Territory,"Mozilla/5.0 (Linux; Android 4.2) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/38.0.898.0 Safari/534.0"
128,433,14,"['vegetarian', 'nut allergy']",South Australia,"Mozilla/5.0 (Linux; Android 4.3) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/61.0.890.0 Safari/531.1"
790,573,91,['lactose intolerant'],Western Australia,"Mozilla/5.0 (Linux; Android 4.3) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/17.0.855.0 Safari/535.0"
174,345,20,[],Victoria,"Mozilla/5.0 (Linux; Android 4.3) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/22.0.806.0 Safari/535.2"
21,471,3,['none'],Western Australia,"Mozilla/5.0 (Linux; Android 4.4.1) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/31.0.808.0 Safari/533.2"
513,809,57,['lactose intolerant'],Queensland,"Mozilla/5.0 (Linux; Android 4.4.2) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/58.0.860.0 Safari/532.0"
727,410,83,"['celiac', 'none']",Northern Territory,"Mozilla/5.0 (Linux; Android 4.4.2) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/32.0.855.0 Safari/532.1"
307,51,33,"['lactose intolerant', 'nut allergy']",Queensland,"Mozilla/5.0 (Linux; Android 5.1.1) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/58.0.869.0 Safari/533.1"
820,888,95,['none'],New South Wales,"Mozilla/5.0 (Linux; Android 5.1) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/45.0.851.0 Safari/533.0"
724,29,83,"['lactose intolerant', 'vegan']",New South Wales,"Mozilla/5.0 (Linux; Android 6.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/52.0.896.0 Safari/534.0"
362,749,41,"['lactose intolerant', 'nut allergy']",Australian Capital Territory,"Mozilla/5.0 (Linux; Android 7.0) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/34.0.847.0 Safari/534.1"
955,128,110,['vegetarian'],Northern Territory,"Mozilla/5.0 (Linux; Android 7.1) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/33.0.874.0 Safari/531.2"
792,806,91,['celiac'],Queensland,"Mozilla/5.0 (Linux; Android 7.1) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/31.0.876.0 Safari/532.2"
631,612,72,['vegan'],South Australia,"Mozilla/5.0 (Linux; Android 7.1) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/60.0.827.0 Safari/536.0"
356,686,40,"['vegetarian', 'vegetarian']",Tasmania,"Mozilla/5.0 (Linux; Android 8.1.0) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/57.0.884.0 Safari/532.2"
382,426,44,['none'],Victoria,"Mozilla/5.0 (Linux; Android 8.1.0) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/22.0.861.0 Safari/536.0"
806,486,94,[],New South Wales,"Mozilla/5.0 (Linux; Android 8.1.0) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/56.0.847.0 Safari/536.2"
769,341,88,[],Australian Capital Territory,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2 rv:6.0; mai-IN) AppleWebKit/533.36.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.36.1"
795,304,92,[],Tasmania,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_7 rv:3.0; gu-IN) AppleWebKit/531.23.3 (KHTML, like Gecko) Version/4.0 Safari/531.23.3"
431,112,49,"['lactose intolerant', 'vegan']",Australian Capital Territory,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_0) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/42.0.837.0 Safari/536.0"
104,918,11,['none'],South Australia,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/18.0.817.0 Safari/532.1"
434,685,49,"['none', 'celiac']",Tasmania,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3 rv:5.0; fa-IR) AppleWebKit/531.5.3 (KHTML, like Gecko) Version/4.0.2 Safari/531.5.3"
600,907,68,"['vegetarian', 'lactose intolerant']",Queensland,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/38.0.809.0 Safari/533.2"
247,965,27,"['celiac', 'none']",Tasmania,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/13.0.888.0 Safari/532.2"
248,976,27,[],Western Australia,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/21.0.847.0 Safari/532.2"
397,830,45,['lactose intolerant'],Australian Capital Territory,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0 rv:2.0; iu-CA) AppleWebKit/533.29.4 (KHTML, like Gecko) Version/4.0 Safari/533.29.4"
499,102,56,['lactose intolerant'],Northern Territory,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/23.0.820.0 Safari/536.2"
355,439,40,['celiac'],South Australia,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_9 rv:2.0; el-CY) AppleWebKit/535.33.5 (KHTML, like Gecko) Version/4.1 Safari/535.33.5"
717,515,82,"['none', 'none']",New South Wales,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_5; rv:1.9.2.20) Gecko/2014-11-10 11:50:47 Firefox/3.8
835,157,98,[],Victoria,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_5) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/46.0.858.0 Safari/534.1"
685,844,78,[],Northern Territory,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_6 rv:3.0; fil-PH) AppleWebKit/532.40.5 (KHTML, like Gecko) Version/4.0 Safari/532.40.5"
190,561,22,['none'],Tasmania,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_0; rv:1.9.3.20) Gecko/2014-10-20 19:17:16 Firefox/3.8
997,491,116,['lactose intolerant'],Victoria,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_3) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/24.0.822.0 Safari/531.0"
852,303,99,"['none', 'none']",South Australia,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_6 rv:3.0; id-ID) AppleWebKit/535.33.2 (KHTML, like Gecko) Version/4.0.2 Safari/535.33.2"
642,497,73,[],New South Wales,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_9 rv:4.0; yue-HK) AppleWebKit/533.22.7 (KHTML, like Gecko) Version/4.0.4 Safari/533.22.7"
894,578,103,['lactose intolerant'],Queensland,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_1; rv:1.9.5.20) Gecko/2015-09-07 18:59:58 Firefox/14.0
760,383,87,[],Tasmania,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3 rv:5.0; mhr-RU) AppleWebKit/532.48.7 (KHTML, like Gecko) Version/5.0.3 Safari/532.48.7"
811,5,95,"['vegetarian', 'nut allergy']",Northern Territory,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4 rv:2.0; lg-UG) AppleWebKit/533.18.2 (KHTML, like Gecko) Version/5.0 Safari/533.18.2"
66,565,8,[],Tasmania,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5; rv:1.9.4.20) Gecko/2010-11-01 14:30:20 Firefox/3.8
60,299,8,"['vegetarian', 'vegan']",New South Wales,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1 rv:5.0; oc-FR) AppleWebKit/531.43.2 (KHTML, like Gecko) Version/5.0.4 Safari/531.43.2"
768,336,88,"['vegetarian', 'none']",Western Australia,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/55.0.892.0 Safari/535.1"
111,395,12,['nut allergy'],Northern Territory,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5; rv:1.9.2.20) Gecko/2012-05-24 23:27:10 Firefox/3.8
623,934,70,"['vegan', 'celiac']",Northern Territory,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_7; rv:1.9.5.20) Gecko/2012-05-27 15:10:56 Firefox/14.0
6,938,1,"['nut allergy', 'vegetarian']",Northern Territory,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_8) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/43.0.834.0 Safari/533.2"
550,302,62,['vegan'],Queensland,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0 rv:2.0; pap-AN) AppleWebKit/531.6.6 (KHTML, like Gecko) Version/5.0.1 Safari/531.6.6"
346,607,38,[],New South Wales,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1 rv:3.0; fi-FI) AppleWebKit/535.28.7 (KHTML, like Gecko) Version/5.1 Safari/535.28.7"
120,619,13,['nut allergy'],Queensland,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5 rv:6.0; mk-MK) AppleWebKit/531.36.5 (KHTML, like Gecko) Version/5.0.4 Safari/531.36.5"
332,337,36,"['none', 'none']",Australian Capital Territory,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_6) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/18.0.833.0 Safari/534.2"
694,492,79,"['vegetarian', 'vegan']",South Australia,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_5 rv:2.0; tl-PH) AppleWebKit/533.44.1 (KHTML, like Gecko) Version/5.0.3 Safari/533.44.1"
597,672,68,"['vegan', 'none']",South Australia,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_5 rv:4.0; bg-BG) AppleWebKit/531.7.4 (KHTML, like Gecko) Version/4.1 Safari/531.7.4"
924,6,107,"['vegetarian', 'vegan']",Victoria,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_7 rv:2.0; lg-UG) AppleWebKit/531.29.3 (KHTML, like Gecko) Version/5.0.2 Safari/531.29.3"
580,171,66,[],Western Australia,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_8; rv:1.9.3.20) Gecko/2010-01-12 00:09:20 Firefox/3.6.2
25,768,3,['nut allergy'],Australian Capital Territory,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_9 rv:2.0; pl-PL) AppleWebKit/534.17.6 (KHTML, like Gecko) Version/5.0 Safari/534.17.6"
840,529,98,['none'],Western Australia,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_2 rv:2.0; ce-RU) AppleWebKit/535.12.1 (KHTML, like Gecko) Version/5.0 Safari/535.12.1"
561,421,63,[],New South Wales,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_7 rv:2.0; ff-SN) AppleWebKit/531.7.7 (KHTML, like Gecko) Version/4.0.3 Safari/531.7.7"
486,413,54,[],New South Wales,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_9 rv:3.0; tig-ER) AppleWebKit/533.24.5 (KHTML, like Gecko) Version/5.0 Safari/533.24.5"
961,636,111,[],Western Australia,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_1 rv:2.0; lt-LT) AppleWebKit/531.14.6 (KHTML, like Gecko) Version/5.0.4 Safari/531.14.6"
335,919,36,"['vegetarian', 'none']",South Australia,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_3; rv:1.9.6.20) Gecko/2016-02-16 13:40:29 Firefox/3.8
243,566,27,['none'],Australian Capital Territory,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_5) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/39.0.876.0 Safari/534.0"
898,818,103,"['lactose intolerant', 'vegetarian']",Northern Territory,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_9; rv:1.9.3.20) Gecko/2011-04-28 19:45:46 Firefox/13.0
77,723,9,['celiac'],Northern Territory,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_1; rv:1.9.6.20) Gecko/2013-02-11 18:24:41 Firefox/14.0
1000,849,116,['vegetarian'],Queensland,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_3 rv:2.0; yo-NG) AppleWebKit/534.20.4 (KHTML, like Gecko) Version/5.1 Safari/534.20.4"
261,896,28,[],Western Australia,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_4; rv:1.9.5.20) Gecko/2012-06-15 09:10:02 Firefox/3.6.3
351,912,39,[],Queensland,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_6; rv:1.9.2.20) Gecko/2018-07-09 16:28:26 Firefox/3.6.10
432,440,49,['lactose intolerant'],Western Australia,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_8 rv:4.0; szl-PL) AppleWebKit/533.33.7 (KHTML, like Gecko) Version/5.0.5 Safari/533.33.7"
478,746,53,['celiac'],Tasmania,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_8 rv:5.0; ik-CA) AppleWebKit/534.11.7 (KHTML, like Gecko) Version/5.0 Safari/534.11.7"
200,468,23,['vegan'],New South Wales,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_0) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/37.0.836.0 Safari/532.0"
143,917,16,['vegetarian'],Tasmania,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_1) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/60.0.858.0 Safari/536.2"
595,376,68,['vegetarian'],South Australia,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_3) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/14.0.866.0 Safari/533.0"
59,274,8,['celiac'],Western Australia,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_4; rv:1.9.2.20) Gecko/2017-03-14 11:09:45 Firefox/3.6.13
103,887,11,"['lactose intolerant', 'vegetarian']",Western Australia,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_4) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/59.0.867.0 Safari/535.2"
369,405,42,[],Australian Capital Territory,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_4) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/62.0.890.0 Safari/536.2"
916,885,105,[],Australian Capital Territory,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_5; rv:1.9.3.20) Gecko/2015-09-06 22:29:42 Firefox/15.0
84,427,10,[],Australian Capital Territory,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_5) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/45.0.888.0 Safari/533.0"
701,625,80,"['none', 'vegan']",Western Australia,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_9 rv:5.0; ko-KR) AppleWebKit/532.2.3 (KHTML, like Gecko) Version/4.0.4 Safari/532.2.3"
753,956,85,['vegan'],Tasmania,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_3; rv:1.9.5.20) Gecko/2020-06-12 23:20:55 Firefox/9.0
